Ticker,Exch.,Name,ICB_Level 2,Mar.Cap (mn USD),Outs. Share,Listed Share,Freefloat (Share),% Freefloat,Total foreign-room (Share),Foreign-owned (Share),Remaining Room (share),% State-owned,% Foreign-owned,% Other-owned,% Remained room,Beta,BVPS (VND),Basic EPS (VND),Basic PE,PB,% ROE,% ROA,EBIT (USD mn),EBITDA (USD mn),,Revenue Plan 2020 (USD mn),"Profit Plan 2020
(USD mn)",Price (VND),T-1,% T-1,% T-3,% 1M,% YTD,% YoY,Matched Vol. ,Put-through Vol.,Matched Value (USD) ,Put-through Value (USD),Total Vol.,"Total Val.
(USD)",TURNOVER 20D,% turnover vs prev 20D,Avg.Vol 20D ,Buying Vol.,Selling Vol.,Net off Vol.,Buying Val.  (USD),Selling Val.  (USD),Net off Val. (USD)
TOW,UPCOM,Tra Noc - O Mon Water Supply,Utilities L2,2.932812338," 5,318,701 "," 5,318,800 "," 1,329,675 ",25.0%, -   ," (5,318,800)"," 5,318,800 ",0.00%,0.00%,100.00%,100.00%,0.23," 20,769.41 "," 2,934.62 ", 4.36 , 0.62 ,0.00%,0.00%,0,0,,2.713996467,0.692715289," 12,800 ", -   ,0.00%,0.00%,11.02%,11.02%,17.50%, -   , -   , -   , -   , -   , -   ," 5,362,000 ",0.00%, 105 , -   , -   , -   , -   , -   , -   
TPS,UPCOM,Sai Gon Transportation Parking,Travel & Leisure L2,7.625037694," 5,000,000 "," 5,000,000 "," 750,000 ",15.0%, -   ," (2,395,313)"," 2,395,313 ",51.00%,1.09%,47.91%,47.91%,-0.99," 15,171.23 "," 3,555.83 ", 11.70 , 2.74 ,0.00%,0.00%,0,0,,0,0," 35,400 "," (6,200)",-14.90%,2.61%,53.91%,6.95%,46.28%, 300 , -   , 458 , -   , 300 , 458 ," 856,500 ",0.00%, 25 , -   , -   , -   , -   , -   , -   
TQN,UPCOM,Quang Ninh Pine,Basic Resources L2,6.342962219," 3,599,980 "," 3,600,000 "," 1,079,994 ",30.0%, -   ," (1,764,000)"," 1,764,000 ",0.00%,0.00%,100.00%,49.00%,-0.05," 36,630.30 "," 1,477.23 ", 27.69 , 1.12 ,0.00%,0.00%,0,0,,41.64356541,0," 40,900 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TQW,UPCOM,Tuyen Quang Water Supply,Utilities L2,3.848360832," 8,933,200 "," 8,933,200 "," 925,400 ",10.4%, -   ," (4,377,268)"," 4,377,268 ",68.66%,0.00%,31.34%,49.00%,0.00," 10,246.30 ", 246.30 , 40.60 , 0.98 ,0.00%,0.00%,0,0,,0,0," 10,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TRS,UPCOM,Tracimexco,Industrial Goods & Services L2,5.359491104," 3,034,387 "," 3,046,487 "," 606,877 ",20.0%, -   ," (1,401,678)"," 1,401,678 ",14.08%,2.99%,82.93%,46.19%,0.24," 55,247.68 "," 9,082.31 ", 4.95 , 0.81 ,0.00%,0.00%,0,0,,0,0," 41,000 "," (4,000)",-8.89%,-8.89%,17.14%,17.14%,-14.43%," 1,000 ", -   ," 1,766 ", -   ," 1,000 "," 1,766 "," 11,590,000 ",0.00%, 200 , -   , -   , -   , -   , -   , -   
TRT,UPCOM,Truc Thon JSC,Construction & Materials L2,4.726992633," 10,972,768 "," 11,000,000 "," 4,389,107 ",40.0%, -   ," (5,390,000)"," 5,390,000 ",40.11%,0.00%,59.89%,49.12%,0.49," 10,781.24 "," (1,411.22)", (6.94), 0.91 ,0.00%,0.00%,0,0,,28.00155086,0.43079309," 10,000 ", 200 ,2.04%,2.04%,-13.04%,21.95%,85.19%," 21,900 ", -   ," 9,434 ", -   ," 21,900 "," 9,434 "," 294,000 ",0.00%, 30 , -   , -   , -   , -   , -   , -   
TS3,UPCOM,Truong Son 532,Construction & Materials L2,1.659363288," 3,851,880 "," 3,851,880 "," 659,300 ",17.1%, -   ," (1,887,421)"," 1,887,421 ",0.00%,0.00%,100.00%,49.00%,0.00," 11,009.98 ", 733.97 , 13.62 , 0.91 ,0.00%,0.00%,0,0,,0,0," 10,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TS5,UPCOM,145 Company,Construction & Materials L2,1.282458105," 2,976,970 "," 314,122 "," 314,122 ",10.6%, -   ," (153,919)"," 153,919 ",0.00%,0.00%,100.00%,5.17%,0.00," 11,711.18 ", -   , -   , 0.85 ,0.00%,0.00%,0,0,,0,0," 10,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TSD,UPCOM,Truong Son Tourism Ceocco,Travel & Leisure L2,0.439064317," 1,274,000 "," 1,300,000 "," 637,000 ",50.0%, -   ," (637,000)"," 637,000 ",51.00%,0.00%,49.00%,50.00%,-0.39," 4,654.66 "," (1,189.98)", (6.72), 1.72 ,0.00%,0.00%,0,0,,1.88092879,0.010339034," 8,000 ", -   ,0.00%,0.00%,-20.00%,-20.00%,n.a, -   , -   , -   , -   , -   , -   ," 61,538 ",0.00%, 5 , -   , -   , -   , -   , -   , -   
TSG,UPCOM,Saigon Railway Signal - Telecom,Industrial Goods & Services L2,0.821066644," 3,074,100 "," 3,074,100 "," 768,525 ",25.0%, -   ," (1,506,309)"," 1,506,309 ",75.77%,0.00%,24.23%,49.00%,-0.53," 13,017.69 "," 2,466.77 ", 2.51 , 0.48 ,0.00%,0.00%,0,0,,6.05363374,0.258475854," 6,200 ", -   ,0.00%,0.00%,0.00%,-34.74%,-36.08%, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TSJ,UPCOM,Hanoi Toserco,Travel & Leisure L2,68.63329255," 74,797,400 "," 74,800,000 "," 18,699,350 ",25.0%, -   ," (36,652,000)"," 36,652,000 ",45.19%,0.00%,54.81%,49.00%,-1.72," 11,379.25 "," 1,119.14 ", 16.62 , 1.63 ,9.90%,8.93%,0.268201684,0.372099591,,0,0," 21,300 "," 2,700 ",14.52%,51.06%,-39.14%,-33.02%,-4.48%, 100 , -   , 92 , -   , 100 , 92 ," 13,206,000 ",0.00%," 1,065 ", -   , -   , -   , -   , -   , -   
TTD,UPCOM,Tam Duc Cardiology Hospital,Health Care L2,30.88558997," 15,552,000 "," 15,552,000 "," 11,664,000 ",75.0%, -   ," (7,405,780)"," 7,405,780 ",0.00%,1.38%,98.62%,47.62%,0.15," 15,145.40 "," 4,568.02 ", 10.09 , 3.04 ,30.89%,23.76%,3.327923854,4.103446878,,20.67806832,1.852410287," 46,100 ", -   ,0.00%,-14.15%,-3.56%,-10.83%,-14.63%, -   , -   , -   , -   , -   , -   ," 53,948,000 ",0.00%," 1,055 ", -   , -   , -   , -   , -   , -   
TTG,UPCOM,Thanh Tri Garment,Personal & Household Goods L2,0.386421402," 1,950,000 "," 2,000,000 "," 877,500 ",45.0%, -   ," (847,100)"," 847,100 ",53.00%,6.65%,40.36%,43.44%,0.40," 11,102.78 ", 41.24 , 96.99 , 0.36 ,0.00%,0.00%,0,0,,1.507775815,0," 4,600 ", 600 ,15.00%,-13.21%,-4.17%,-54.90%,0.00%, 100 , -   , 20 , -   , 100 , 20 ," 1,821,000 ",0.00%, 410 , -   , -   , -   , -   , -   , -   
TTJ,UPCOM,Thuy Ta,Travel & Leisure L2,5.815706716," 3,000,000 "," 3,000,000 "," 300,000 ",10.0%, -   ," (1,470,000)"," 1,470,000 ",30.00%,0.00%,70.01%,49.00%,-0.80," 14,041.31 ", 263.76 , 170.61 , 3.20 ,0.00%,0.00%,0,0,,0,0," 45,000 ", -   ,0.00%,0.00%,-10.00%,-43.75%,-41.56%, -   , -   , -   , -   , -   , -   ," 300,000 ",0.00%, 5 , -   , -   , -   , -   , -   , -   
TTN,UPCOM,Viet Nam Technology and Telecommunication,Telecommunications L2,8.366648861," 24,485,000 "," 24,485,000 "," 11,018,250 ",45.0%, -   ," (11,946,450)"," 11,946,450 ",56.75%,0.20%,43.04%,48.79%,0.58," 12,441.81 "," 2,858.85 ", 2.87 , 0.66 ,23.07%,13.67%,0.766338684,1.736169086,,15.55163055,1.141601689," 7,932 ", (200),-2.47%,-2.47%,3.95%,0.00%,-35.77%," 63,500 ", -   ," 21,697 ", -   ," 63,500 "," 21,697 "," 497,981,006 ",0.00%," 60,886 "," 1,100 ", -   ," 1,100 ", 378 , -   , 378 
TTP,UPCOM,Tan Tien Plastic Packaging,Industrial Goods & Services L2,18.63475811," 13,517,770 "," 14,999,998 "," 843,680 ",6.2%, -   ," (1,765,313)"," 1,765,313 ",0.00%,88.23%,11.77%,13.06%,1.33," 66,830.29 "," 9,712.70 ", 3.29 , 0.48 ,15.48%,10.00%,6.637426168,7.153843096,,94.34368673,7.168397019," 32,000 ", -   ,0.00%,-8.57%,2.24%,14.29%,42.86%, 500 , -   , 689 , -   , 500 , 689 ," 18,818,000 ",0.00%, 595 , -   , -   , -   , -   , -   , -   
TTS,UPCOM,Thai Trung Steel,Basic Resources L2,13.13057339," 50,800,000 "," 50,800,000 "," 5,080,000 ",10.0%, -   ," (24,892,000)"," 24,892,000 ",0.00%,0.00%,100.00%,49.00%,0.00," 5,077.11 ", 389.90 , 15.39 , 1.18 ,8.00%,1.47%,3.323311019,5.836294414,,181.7085254,0.71322104," 6,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TTV,UPCOM,Vinh Railway Signalling - Telecom,Industrial Goods & Services L2,0.090556154," 1,313,800 "," 1,313,800 "," 328,450 ",25.0%, -   ," (643,762)"," 643,762 ",51.00%,0.00%,49.00%,49.00%,1.57," 13,685.35 "," 2,977.52 ", 0.54 , 0.12 ,0.00%,0.00%,0,0,,4.137552234,0.138887692," 1,600 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TUG,UPCOM,Hai Phong Tugboat and Transport,Industrial Goods & Services L2,0.930513075," 2,700,000 "," 2,700,000 "," 675,000 ",25.0%, -   ," (1,323,000)"," 1,323,000 ",60.00%,0.00%,40.00%,49.00%,1.62," 12,276.23 "," 2,134.23 ", 4.40 , 0.77 ,0.00%,0.00%,0,0,,0,0," 8,000 "," (1,400)",-14.89%,-14.89%,1.27%,-11.11%,0.00%, 500 , -   , 172 , -   , 500 , 172 ," 599,000 ",0.00%, 75 , -   , -   , -   , -   , -   , -   
TV1,UPCOM,Power Engineering Consulting 1,Industrial Goods & Services L2,16.09781011," 26,691,319 "," 26,691,319 "," 9,341,962 ",35.0%, -   ," (13,078,318)"," 13,078,318 ",0.00%,0.00%,100.00%,49.00%,0.29," 10,428.85 ", 181.02 , 77.34 , 1.34 ,1.77%,0.29%,3.623173072,5.819213145,,0,0," 14,000 ", -   ,0.00%,0.00%,12.90%,27.27%,12.00%, -   , -   , -   , -   , -   , -   ," 70,000 ",0.00%, 5 , -   , -   , -   , -   , -   , -   
TVA,UPCOM,Viglacera Thanh Tri Sanitary,Construction & Materials L2,4.613793995," 6,300,000 "," 6,300,000 "," 1,890,000 ",30.0%, -   ," (3,062,000)"," 3,062,000 ",59.96%,0.40%,39.64%,48.60%,-0.14," 15,337.63 "," 3,140.96 ", 5.41 , 1.11 ,0.00%,0.00%,0,0,,0,0.86158618," 17,000 ", -   ,0.00%,0.00%,-15.00%,-19.05%,-31.45%, -   , -   , -   , -   , -   , -   ," 12,581,500 ",0.00%, 740 , -   , -   , -   , -   , -   , -   
TVG,UPCOM,Transport Investment And Construction Consultant,Construction & Materials L2,0.131149938," 2,029,589 "," 2,029,589 "," 710,356 ",35.0%, -   ," (994,498)"," 994,498 ",49.27%,0.00%,50.73%,49.00%,-0.89," 14,191.01 ", (480.72), (3.12), 0.11 ,0.00%,0.00%,0,0,,0,0," 1,500 ", -   ,0.00%,0.00%,36.36%,87.50%,87.50%, -   , -   , -   , -   , -   , -   ," 7,500 ",0.00%, 5 , -   , -   , -   , -   , -   , -   
TVH,UPCOM,Construction Consultation For Maritime Building,Construction & Materials L2,4.570973162," 4,004,000 "," 4,004,000 "," 2,202,200 ",55.0%, -   ," (1,958,960)"," 1,958,960 ",49.00%,0.07%,50.93%,48.93%,1.35," 20,133.93 "," 5,136.41 ", 5.16 , 1.32 ,0.00%,0.00%,0,0,,0,0," 26,500 ", -   ,0.00%,0.00%,36.60%,47.22%,90.65%, -   , -   , -   , -   , -   , -   ," 1,325,000 ",0.00%, 50 , -   , -   , -   , -   , -   , -   
TVM,UPCOM,Vinacomin Industry Investment Consulting,Industrial Goods & Services L2,0.92017404," 2,400,000 "," 2,400,000 "," 1,200,000 ",50.0%, -   ," (1,168,200)"," 1,168,200 ",51.00%,0.33%,48.68%,48.68%,0.00," 19,595.81 ", 621.17 , 14.33 , 0.45 ,0.00%,0.00%,0,0,,7.409641149,0.037909792," 8,900 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TVN,UPCOM,Viet Nam Steel,Basic Resources L2,176.7362254," 678,000,000 "," 678,000,000 "," 67,800,000 ",10.0%, -   ," (331,720,000)"," 331,720,000 ",93.93%,0.07%,6.00%,48.93%,-0.35," 12,353.10 ", 588.24 , 11.66 , 0.56 ,4.35%,2.32%,15.76835401,33.73551872,,0,0," 6,051 ", (100),-1.52%,-1.52%,6.56%,3.17%,-22.62%," 150,940 ", -   ," 39,345 ", -   ," 150,940 "," 39,345 "," 226,889,500 ",0.00%," 48,254 ", -   , -   , -   , -   , -   , -   
TVP,UPCOM,TV Pharm,Health Care L2,12.61006526," 11,087,782 "," 11,087,936 "," 2,217,556 ",20.0%, -   ," (5,395,533)"," 5,395,533 ",0.00%,0.34%,99.66%,48.66%,-1.01," 23,781.12 "," 4,027.85 ", 5.71 , 0.97 ,0.00%,0.00%,0,0,,21.5396545,2.067806832," 26,400 "," 3,400 ",14.78%,17.33%,-28.65%,-2.94%,-9.90%, 100 , -   , 114 , -   , 100 , 114 ," 17,117,000 ",0.00%, 645 , -   , -   , -   , -   , -   , -   
TVU,UPCOM,Tra Vinh Urban Project,Industrial Goods & Services L2,0.98005428," 1,750,000 "," 1,750,000 "," 350,000 ",20.0%, -   ," (818,000)"," 818,000 ",64.00%,2.26%,33.74%,46.74%,0.27," 14,657.36 "," 3,568.87 ", 3.64 , 0.89 ,0.00%,0.00%,0,0,,0,0," 13,000 ", -   ,0.00%,0.00%,4.00%,8.33%,8.33%, -   , -   , -   , -   , -   , -   ," 5,379,000 ",0.00%, 425 , -   , -   , -   , -   , -   , -   
TVW,UPCOM,TraVinh Water Supply &  Drainage (Trawaco),Utilities L2,5.030925774," 14,597,860 "," 14,597,860 "," 378,200 ",2.6%, -   ," (7,152,951)"," 7,152,951 ",82.34%,0.00%,17.66%,49.00%,-1.89," 11,675.46 ", 888.88 , 9.00 , 0.69 ,7.86%,4.08%,0.727626803,0.932632682,,0,0," 8,000 ", -   ,0.00%,0.00%,15.94%,-20.00%,-68.75%, -   , -   , -   , -   , -   , -   ," 1,822,222 ",0.00%, 205 , -   , -   , -   , -   , -   , -   
TW3,UPCOM,CETECO US,Health Care L2,0.678754146," 1,712,600 "," 1,750,000 "," 256,890 ",15.0%, -   ," (857,000)"," 857,000 ",65.00%,0.03%,34.97%,50.04%,0.18," 12,564.70 ", 91.11 , 100.98 , 0.73 ,0.00%,0.00%,0,0,,13.22534787,0.024124413," 9,200 ", -   ,0.00%,0.00%,-10.68%,-20.00%,-42.50%, -   , -   , -   , -   , -   , -   ," 1,052,500 ",0.00%, 70 , -   , -   , -   , -   , -   , -   
UCT,UPCOM,CanTho Urban,Industrial Goods & Services L2,1.381384138," 5,344,345 "," 5,344,345 "," 534,435 ",10.0%, -   ," (2,618,729)"," 2,618,729 ",92.26%,0.00%,7.74%,49.00%,-0.04," 10,451.15 ", 251.99 , 23.81 , 0.57 ,0.00%,0.00%,0,0,,0,0," 6,000 ", -   ,0.00%,0.00%,n.a,n.a,n.a, -   ," 3,000 ", -   , 659 ," 3,000 ", 659 ," 1,000,000 ",0.00%, -   , -   , -   , -   , -   , -   , -   
UDJ,UPCOM,Becamex UDJ,Construction & Materials L2,5.476625979," 14,610,840 "," 16,500,000 "," 5,113,794 ",35.0%, -   ," (6,927,600)"," 6,927,600 ",51.00%,7.01%,41.99%,47.41%,0.55," 13,582.47 "," 1,681.87 ", 5.23 , 0.65 ,12.86%,5.00%,1.183026178,1.192194521,,5.453409727,0.939990523," 8,701 ", -   ,0.00%,0.00%,3.53%,7.32%,20.55%," 10,200 ", -   ," 3,823 ", -   ," 10,200 "," 3,823 "," 18,807,000 ",0.00%," 2,860 ", -   , -   , -   , -   , -   , -   
UDL,UPCOM,Dak Lak Urban and Enviroment,Industrial Goods & Services L2,3.422220308," 6,620,000 "," 6,620,000 "," 1,230,400 ",18.6%, -   ," (3,243,800)"," 3,243,800 ",36.00%,0.00%,64.00%,49.00%,0.00," 143,602.89 ", 511.79 , 23.45 , 0.08 ,0.00%,0.00%,0,0,,0,0," 12,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
UEM,UPCOM,Uongbi Electric Mechanical,Industrial Goods & Services L2,3.581579718," 2,438,100 "," 2,438,100 "," 1,584,765 ",65.0%, -   ," (1,194,153)"," 1,194,153 ",27.42%,0.02%,72.56%,48.98%,0.00," 11,486.16 "," 1,342.48 ", 25.40 , 2.97 ,0.00%,0.00%,0,0,,6.031103261,0.129237927," 34,100 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
UMC,UPCOM,Nam Dinh Urband Construction Management,Construction & Materials L2,0.745754525," 1,841,617 "," 1,841,617 "," 469,300 ",25.5%, -   ," (902,392)"," 902,392 ",51.00%,0.00%,49.00%,49.00%,0.00," 15,028.48 ", 509.27 , 18.46 , 0.63 ,0.00%,0.00%,0,0,,2.10227028,0.036875889," 9,400 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
UPC,UPCOM,VT.UPC,Utilities L2,1.09852238," 3,400,000 "," 3,400,000 "," 1,190,000 ",35.0%, -   ," (1,648,100)"," 1,648,100 ",36.00%,0.53%,63.47%,48.47%,0.71," 14,995.07 "," 3,211.56 ", 2.34 , 0.50 ,0.00%,0.00%,0,0,,7.538879076,0.413561366," 7,500 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
UPH,UPCOM,UPHACE,Health Care L2,10.02266909," 13,294,641 "," 13,294,641 "," 1,994,196 ",15.0%, -   ," (6,514,374)"," 6,514,374 ",28.43%,0.00%,71.57%,49.00%,0.52," 12,191.23 ", (19.76), (885.79), 1.44 ,-0.16%,-0.07%,-0.414059074,-0.264714993,,0,0," 17,500 ", -   ,0.00%,0.00%,0.00%,-23.91%,-12.50%, -   , -   , -   , -   , -   , -   ," 673,077 ",0.00%, 25 , -   , -   , -   , -   , -   , -   
USC,UPCOM,Union of Survey And Construction,Construction & Materials L2,1.232068238," 5,500,000 "," 5,500,000 "," 1,650,000 ",30.0%, -   ," (2,695,000)"," 2,695,000 ",57.76%,0.00%,42.24%,49.00%,0.00," 10,994.08 ", 704.68 , 7.38 , 0.47 ,0.00%,0.00%,0,0,,6.892689441,0.172317236," 5,200 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
USD,UPCOM,Soc Trang Public Works,Industrial Goods & Services L2,2.412441304," 5,600,000 "," 5,600,000 "," 560,000 ",10.0%, -   ," (2,744,000)"," 2,744,000 ",38.88%,0.00%,61.12%,49.00%,-1.92," 11,731.42 "," 2,042.66 ", 4.90 , 0.85 ,0.00%,0.00%,0,0,,0,0," 10,000 ", -   ,0.00%,0.00%,-16.67%,n.a,n.a, 800 , -   , 345 , -   , 800 , 345 ," 2,113,684 ",0.00%, 190 , -   , -   , -   , -   , -   , -   
V11,UPCOM,Vinaconex No.11,Real Estate L2,0.108558424," 8,399,889 "," 8,399,889 "," 4,199,945 ",50.0%, -   ," (4,090,546)"," 4,090,546 ",30.36%,0.30%,69.34%,48.70%,-2.64, -   ," (1,430.95)", (0.14), -   ,0.00%,0.00%,0,0,,0,0, 300 , 100 ,50.00%,50.00%,200.00%,200.00%,0.00%, 200 , -   , 3 , -   , 200 , 3 ," 263,500 ",0.00%," 1,780 ", -   , -   , -   , -   , -   , -   
V15,UPCOM,Vinaconex 15,Construction & Materials L2,0.153793133," 10,000,000 "," 10,000,000 "," 6,000,000 ",60.0%, -   ," (4,883,800)"," 4,883,800 ",6.00%,0.16%,93.84%,48.84%,-0.73," 2,340.61 "," (2,912.82)", (0.10), 0.13 ,0.00%,0.00%,0,0,,0,0, 357 , -   ,0.00%,0.00%,0.00%,0.00%,0.00%," 378,030 ", -   ," 5,817 ", -   ," 378,030 "," 5,817 "," 1,387,000 ",0.00%," 9,881 ", -   , -   , -   , -   , -   , -   
VAV,UPCOM,VIWACO,Utilities L2,30.2244432," 16,000,000 "," 16,000,000 "," 2,400,000 ",15.0%, -   ," (7,595,500)"," 7,595,500 ",11.85%,1.53%,86.62%,47.47%,0.33," 19,748.08 "," 5,329.95 ", 7.17 , 1.93 ,26.42%,11.93%,3.842146567,5.898102127,,27.81630983,3.25248783," 43,850 "," 5,700 ",14.92%,22.63%,9.75%,2.09%,15.22%, 200 , -   , 378 , -   , 200 , 378 ," 148,561,500 ",0.00%," 3,335 ", -   , -   , -   , -   , -   , -   
VBB,UPCOM,VietBank,Banks L2,254.5203397," 419,019,904 "," 419,019,904 "," 377,117,913 ",90.0%, -   ," (125,705,871)"," 125,705,871 ",0.00%,0.00%,100.00%,30.00%,-0.65," 12,383.34 "," 1,375.04 ", 10.25 , 1.14 ,11.65%,0.90%,0,0,,0,21.12609314," 14,100 ", -   ,0.00%,0.00%,0.71%,-14.55%,n.a, -   , -   , -   , -   , -   , -   ," 17,647,000 ",0.00%," 4,560 ", -   , -   , -   , -   , -   , -   
VBG,UPCOM,Vinacomin - Viet Bac Geology,Basic Resources L2,2.482229785," 8,600,000 "," 8,600,000 "," 860,000 ",10.0%, -   ," (4,214,000)"," 4,214,000 ",92.00%,0.00%,8.00%,49.00%,0.00," 10,457.34 ", 409.14 , 16.38 , 0.64 ,0.00%,0.00%,0,0,,7.538879076,0.155085512," 6,700 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VBH,UPCOM,Viettronics Binh Hoa,Industrial Goods & Services L2,4.447507862," 2,900,000 "," 2,900,000 "," 580,000 ",20.0%, -   ," (1,380,200)"," 1,380,200 ",51.00%,1.41%,47.59%,47.59%,0.19," 6,363.43 ", 707.02 , 50.35 , 5.59 ,0.00%,0.00%,0,0,,0,0," 35,600 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VC5,UPCOM,Viet Nam Construction No.5,Construction & Materials L2,0.193856891," 5,000,000 "," 5,000,000 "," 2,250,000 ",45.0%, -   ," (2,393,600)"," 2,393,600 ",0.00%,1.13%,98.87%,47.87%,0.14, -   ," (1,851.48)", (0.54), -   ,0.00%,0.00%,0,0,,0.86158618,-0.581570672, 900 , (100),-10.00%,-10.00%,-10.00%,50.00%,-10.00%, 300 , -   , 12 , -   , 300 , 12 , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VCA,UPCOM,VNSTEEL - VICASA,Basic Resources L2,7.805968155," 15,187,322 "," 15,187,322 "," 4,556,197 ",30.0%, -   ," (7,388,401)"," 7,388,401 ",65.00%,0.35%,34.65%,48.65%,0.50," 15,408.80 "," 1,552.15 ", 7.88 , 0.79 ,10.48%,4.34%,1.9099373,2.849489021,,0,0.690302848," 11,931 ", 200 ,1.69%,-4.76%,9.09%,8.11%,11.11%," 10,800 ", -   ," 5,551 ", -   ," 10,800 "," 5,551 "," 136,204,000 ",0.00%," 16,016 ", -   , -   , -   , -   , -   , -   
VCE,UPCOM,Construction Environment,Construction & Materials L2,1.72317236," 5,000,000 "," 5,000,000 "," 73,100 ",1.5%, -   ," (2,450,000)"," 2,450,000 ",30.00%,0.00%,70.00%,49.00%,0.00," 11,321.36 ", 22.82 , 350.53 , 0.71 ,0.00%,0.00%,0,0,,0,0," 8,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VCP,UPCOM,Vinaconex P&C,Construction & Materials L2,119.1737673," 56,999,993 "," 56,999,993 "," 11,399,999 ",20.0%, -   ," (27,927,976)"," 27,927,976 ",0.00%,0.00%,100.00%,49.00%,0.38," 15,271.89 "," 2,747.83 ", 17.70 , 3.18 ,16.70%,9.71%,8.033476419,11.97566449,,37.04187309,14.55343988," 48,533 ", (200),-0.41%,-1.23%,-2.42%,-11.54%,20.75%, 300 , -   , 627 , -   , 300 , 627 ," 234,137,499 ",0.00%," 54,786 ", -   , -   , -   , -   , -   , -   
VCR,UPCOM,Vinaconex - ITC,Real Estate L2,15.51320381," 36,000,000 "," 36,000,000 "," 14,400,000 ",40.0%, -   ," (17,608,900)"," 17,608,900 ",53.56%,0.06%,46.38%,48.91%,0.00," 4,655.81 ", (228.06), (48.40), 2.37 ,0.00%,0.00%,0,0,,0,-0.560759057," 10,003 ", (100),-0.97%,-11.30%,20.00%,n.a,n.a," 281,450 ", -   ," 121,284 ", -   ," 281,450 "," 121,284 "," 1,342,887,000 ",0.00%," 222,262 "," 8,000 ", -   ," 8,000 "," 3,382 ", -   ," 3,382 "
VCT,UPCOM,Vinaconex's Construction Consultant,Industrial Goods & Services L2,0.2369362," 1,100,000 "," 1,100,000 "," 495,000 ",45.0%, -   ," (539,000)"," 539,000 ",51.00%,0.00%,49.00%,49.00%,0.00, -   , (245.16), (20.39), -   ,0.00%,0.00%,0,0,,0.5398699,0.02209107," 5,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VCW,UPCOM,Song Da Water Investment,Utilities L2,122.7760307," 75,000,000 "," 75,000,000 "," 7,500,000 ",10.0%, -   ," (36,459,550)"," 36,459,550 ",0.00%,0.39%,99.61%,48.61%,1.61," 13,363.54 "," 1,532.53 ", 24.80 , 2.84 ,11.39%,7.39%,10.40009494,15.28988637,,22.17068022,5.870891311," 38,000 ", -   ,0.00%,2.70%,8.57%,22.98%,28.81%, -   , -   , -   , -   , -   , -   ," 230,431,000 ",0.00%," 6,458 ", -   , -   , -   , -   , -   , -   
